"Full_name","SP","FG","Habitat","drainage","Sex","Fish_w_g","Length","T_Length","SampleWeight","d15N","d15N_sd","d13C","d13C_sd","EN","EC","Date_Collected","Date.Processed","d13Cb","CNratio","d15Nb","d15N.Gr","d15N.Sh","d13C.Gr","d13C.Sh"
"Caigual-Intro-DD","K","Killifish","KG.exp","Guanapo","J",0.041,14.68,18.02,0.781,6.508771882,0.051842159,-27.42371627,0.084429435,11.87431375,43.4841,"4/3/2017","4/4/2017",-28.22212603,3.662030574,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-E","K","Killifish","KG.exp","Guanapo","M",1.152,41.28,49.65,0.344,8.292761224,0.070042794,-26.0125971,0.138004054,10.3734875,31.694175,"4/3/2017","4/4/2017",-28.22212603,3.055305653,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-EE","K","Killifish","KG.exp","Guanapo","J",0.035,12.89,14.98,0.63,7.044647257,0.051842159,-27.05777292,0.084429435,12.13351375,43.6287,"4/3/2017","4/4/2017",-28.22212603,3.595718511,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-F","K","Killifish","KG.exp","Guanapo","M",2.545,56.23,65.14,0.307,8.987358995,0.070042794,-25.11186316,0.138004054,12.4652875,33.017275,"4/3/2017","4/4/2017",-28.22212603,2.648737544,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-FF","K","Killifish","KG.exp","Guanapo","J",0.04,13.28,16.25,0.607,6.93537559,0.051842159,-27.22370643,0.084429435,21.88271375,80.7887,"4/3/2017","4/4/2017",-28.22212603,3.691895846,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-G","K","Killifish","KG.exp","Guanapo","F",1.121,39.91,48.53,0.515,7.674490895,0.178537094,-26.08743304,0.146533389,10.75761,36.28597,"4/3/2017","4/4/2017",-28.22212603,3.373051263,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-GG","K","Killifish","KG.exp","Guanapo","J",0.028,12.03,14.16,0.564,7.000229064,0.051842159,-27.05036703,0.084429435,11.99831375,44.2675,"4/3/2017","4/4/2017",-28.22212603,3.689476782,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-H","K","Killifish","KG.exp","Guanapo","F",0.246,24.88,30.17,0.416,6.426092226,0.070042794,-26.35615583,0.138004054,9.3514875,31.685575,"4/3/2017","4/4/2017",-28.22212603,3.388292504,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-HH","K","Killifish","KG.exp","Guanapo","J",0.084,16.24,19.32,0.855,7.1172146,0.183547987,-26.99621879,0.080768958,13.1051375,45.306925,"4/3/2017","4/4/2017",-28.22212603,3.457188068,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-I","K","Killifish","KG.exp","Guanapo","F",0.24,24.79,30.45,0.305,5.961740244,0.209509668,-26.81407012,0.159752949,11.67838462,37.61340769,"4/3/2017","4/4/2017",-28.22212603,3.220771445,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-J","K","Killifish","KG.exp","Guanapo","F",0.177,22.83,28.08,0.841,6.683499988,0.183547987,-27.50010714,0.080768958,12.0496375,41.812225,"4/3/2017","4/4/2017",-28.22212603,3.469998579,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-K","K","Killifish","KG.exp","Guanapo","F",0.173,21.72,26.79,0.659,6.655311791,0.051842159,-26.61838452,0.084429435,12.14331375,41.4574,"4/3/2017","4/4/2017",-28.22212603,3.414010447,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-L","K","Killifish","KG.exp","Guanapo","F",0.249,24.41,29.93,0.714,7.086695829,0.051842159,-26.26882062,0.084429435,12.41471375,41.4192,"4/3/2017","4/4/2017",-28.22212603,3.336299236,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-M","K","Killifish","KG.exp","Guanapo","F",0.21,23.83,29.3,0.802,6.009689139,0.159065143,-26.58269835,0.08716597,11.71798571,41.01737143,"4/3/2017","4/4/2017",-28.22212603,3.50037732,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-N","K","Killifish","KG.exp","Guanapo","F",0.162,22.12,27.53,0.892,6.954998608,0.159065143,-26.56724347,0.08716597,12.94328571,44.85407143,"4/3/2017","4/4/2017",-28.22212603,3.465431608,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-O","K","Killifish","KG.exp","Guanapo","F",0.13,20.76,25.46,0.808,6.444186642,0.051842159,-27.21007089,0.084429435,12.83591375,44.1589,"4/3/2017","4/4/2017",-28.22212603,3.440261508,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-P","K","Killifish","KG.exp","Guanapo","F",0.242,25.95,30.45,0.604,6.527962168,0.051842159,-26.31643499,0.084429435,12.41791375,42.7866,"4/3/2017","4/4/2017",-28.22212603,3.445554613,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-Q","K","Killifish","KG.exp","Guanapo","F",0.162,20.83,26.17,0.835,6.499275976,0.051842159,-26.65879224,0.084429435,5.78979375,19.9129,"4/3/2017","4/4/2017",-28.22212603,3.43931077,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-R","K","Killifish","KG.exp","Guanapo","F",0.158,22.44,27.72,0.754,6.517130871,0.159065143,-26.76707848,0.08716597,12.07658571,42.76407143,"4/3/2017","4/4/2017",-28.22212603,3.541072985,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-S","K","Killifish","KG.exp","Guanapo","F",0.163,21.19,26.02,0.584,6.283309031,0.170974867,-26.7895662,0.098426474,12.08122,42.69268,"4/3/2017","4/4/2017",-28.22212603,3.533805361,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-T","K","Killifish","KG.exp","Guanapo","F",0.154,20.37,24.99,0.722,6.593227875,0.051842159,-27.21930816,0.084429435,12.24161375,42.0373,"4/3/2017","4/4/2017",-28.22212603,3.433967192,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-U","K","Killifish","KG.exp","Guanapo","F",0.162,20.7,25.14,0.866,6.637433469,0.051842159,-26.60468011,0.084429435,12.39611375,43.2103,"4/3/2017","4/4/2017",-28.22212603,3.485794086,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-V","K","Killifish","KG.exp","Guanapo","F",0.081,16.48,20.68,0.762,6.403576698,0.183547987,-28.44791758,0.080768958,12.7545375,43.689925,"4/3/2017","4/4/2017",-28.22212603,3.42544173,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-W","K","Killifish","KG.exp","Guanapo","F",0.111,18.54,22.9,0.576,6.320682856,0.051842159,-26.86888459,0.084429435,12.56581375,42.8729,"4/3/2017","4/4/2017",-28.22212603,3.411868173,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-X","K","Killifish","KG.exp","Guanapo","F",0.079,16.42,20.03,0.853,6.245795611,0.051842159,-27.0517307,0.084429435,12.18311375,43.3685,"4/3/2017","4/4/2017",-28.22212603,3.559722161,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-Y","K","Killifish","KG.exp","Guanapo","J",0.072,15.29,19.48,0.843,6.830113077,0.051842159,-27.10404349,0.084429435,11.78361375,40.1456,"4/3/2017","4/4/2017",-28.22212603,3.406900536,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Intro-Z","K","Killifish","KG.exp","Guanapo","F",0.079,16.48,20.55,0.777,6.457206162,0.051842159,-27.34429361,0.084429435,12.19981375,42.6326,"4/3/2017","4/4/2017",-28.22212603,3.494528759,3.30649588,4.465679938,2.147311821,-28.07453142,-28.36972064
"Caigual-Control-A","K","Killifish","KO","Guanapo","M",0.641,35.42,42.17,0.634,8.78170562,0.051842159,-26.31898041,0.084429435,11.00571375,40.2353,"4/5/2017","4/6/2017",-29.15762339,3.655855578,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-AA","K","Killifish","KO","Guanapo","M",1.439,44.27,53.17,0.43,8.726162147,0.209509668,-25.43815387,0.159752949,11.27818462,35.51350769,"4/5/2017","4/6/2017",-29.15762339,3.148867385,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-B","K","Killifish","KO","Guanapo","J",0.036,13.37,16.52,0.218,6.001757419,0.178618678,-27.80325572,0.165119009,10.09934,38.99626364,"4/5/2017","4/6/2017",-29.15762339,3.861268522,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-BB","K","Killifish","KO","Guanapo","M",1.404,49.28,59.37,0.496,8.155562089,0.221125955,-24.75941825,0.119900237,8.053963333,25.09916667,"4/5/2017","4/6/2017",-29.15762339,3.116374588,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-C","K","Killifish","KO","Guanapo","F",0.274,26.08,32.45,0.796,7.755141717,0.17537733,-25.7547509,0.141761925,12.29835,41.569275,"4/5/2017","4/6/2017",-29.15762339,3.380069278,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-CC","K","Killifish","KO","Guanapo","F",2.635,54.2,65.55,0.398,8.979363751,0.209509668,-25.58729989,0.159752949,12.59118462,39.61150769,"4/5/2017","4/6/2017",-29.15762339,3.145971479,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-D","K","Killifish","KO","Guanapo","F",0.165,21.94,27.46,0.358,8.361542275,0.178618678,-25.7594104,0.165119009,11.06534,38.56946364,"4/5/2017","4/6/2017",-29.15762339,3.485610351,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-DD","K","Killifish","KO","Guanapo","M",2.663,54.49,66,0.456,8.800501332,0.209509668,-25.61690296,0.159752949,11.36568462,35.09390769,"4/5/2017","4/6/2017",-29.15762339,3.08770733,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-EE","K","Killifish","KO","Guanapo","M",3.047,55.16,66.7,0.465,8.817226176,0.070042794,-25.49113461,0.138004054,12.1912875,40.571275,"4/5/2017","4/6/2017",-29.15762339,3.327890922,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-F","K","Killifish","KO","Guanapo","F",0.093,17.11,22.1,0.396,7.589856639,0.178618678,-26.2006383,0.165119009,11.73914,41.44036364,"4/5/2017","4/6/2017",-29.15762339,3.530102174,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-FF","K","Killifish","KO","Guanapo","M",4.526,64.35,76.98,0.311,8.883405176,0.221125955,-25.09472816,0.119900237,12.87113333,39.27876667,"4/5/2017","4/6/2017",-29.15762339,3.051694489,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-G","K","Killifish","KO","Guanapo","F",0.218,23.35,28.81,0.585,7.827457908,0.14433061,-25.85980417,0.046300781,11.64948571,39.81908571,"4/5/2017","4/6/2017",-29.15762339,3.418098163,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-H","K","Killifish","KO","Guanapo","J",0.153,20.93,25.77,0.309,7.414766025,0.178618678,-25.1973108,0.165119009,10.92374,37.86076364,"4/5/2017","4/6/2017",-29.15762339,3.465915853,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-K","K","Killifish","KO","Guanapo","J",0.062,16.24,19.81,0.743,6.225248827,0.051842159,-26.10399,0.084429435,11.91611375,42.7653,"4/5/2017","4/6/2017",-29.15762339,3.588863022,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-L","K","Killifish","KO","Guanapo","F",0.639,33.04,40.66,0.618,7.741498057,0.17537733,-26.05004001,0.141761925,11.96895,40.737575,"4/5/2017","4/6/2017",-29.15762339,3.403604744,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-M","K","Killifish","KO","Guanapo","J",0.062,15.08,18.53,0.278,7.136676053,0.36813125,-25.03141955,0.128553567,10.4841,34.58745455,"4/5/2017","4/6/2017",-29.15762339,3.299038978,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-O","K","Killifish","KO","Guanapo","J",0.046,13.86,17.45,0.595,6.894512745,0.113189511,-26.1946011,0.094978363,11.32907143,39.92352857,"4/5/2017","4/6/2017",-29.15762339,3.523989483,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-P","K","Killifish","KO","Guanapo","J",0.092,16.85,20.57,0.232,5.838437337,0.36813125,-26.97625637,0.128553567,10.6859,39.58465455,"4/5/2017","4/6/2017",-29.15762339,3.7043819,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-Q","K","Killifish","KO","Guanapo","F",0.072,16.7,20.93,0.381,6.896517778,0.36813125,-26.14192662,0.128553567,10.6153,41.24845455,"4/5/2017","4/6/2017",-29.15762339,3.885754952,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-R","K","Killifish","KO","Guanapo","F",0.103,18.23,22.85,0.901,6.840227649,0.14433061,-26.31432937,0.046300781,11.05378571,41.26968571,"4/5/2017","4/6/2017",-29.15762339,3.733534083,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-S","K","Killifish","KO","Guanapo","F",0.098,18.06,23.16,0.204,7.152706393,0.178618678,-27.31996739,0.165119009,24.01484,109.3688636,"4/5/2017","4/6/2017",-29.15762339,4.554219959,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-U","K","Killifish","KO","Guanapo","F",0.226,22.7,29.12,0.72,7.477749444,0.051842159,-26.25132356,0.084429435,12.47091375,42.9944,"4/5/2017","4/6/2017",-29.15762339,3.44757416,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-V","K","Killifish","KO","Guanapo","F",0.159,22.05,27.66,0.639,7.328560928,0.183547987,-26.08117276,0.080768958,11.3160375,38.327225,"4/5/2017","4/6/2017",-29.15762339,3.386982855,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-W","K","Killifish","KO","Guanapo","F",0.137,20.2,24.94,0.504,7.161560469,0.14433061,-26.70196348,0.046300781,11.50308571,53.50958571,"4/5/2017","4/6/2017",-29.15762339,4.651759279,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-X","K","Killifish","KO","Guanapo","F",1.155,41.45,50.24,0.447,8.36836787,0.070042794,-25.87238567,0.138004054,12.4671875,39.633575,"4/5/2017","4/6/2017",-29.15762339,3.179030956,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-Y","K","Killifish","KO","Guanapo","F",1.87,48.52,58.46,0.514,7.629606694,0.070042794,-26.31832626,0.138004054,11.3617875,39.217575,"4/5/2017","4/6/2017",-29.15762339,3.451708193,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Caigual-Control-Z","K","Killifish","KO","Guanapo","M",1.821,48.34,57.26,0.391,8.486099629,0.070042794,-26.12148652,0.138004054,12.1124875,39.578675,"4/5/2017","4/6/2017",-29.15762339,3.267592639,2.832156414,3.1629513,2.501361529,-29.05460086,-29.26064592
"Campo-KG-1","G","Guppy","KG.nat","Quare","F",0.182,20.16,NA,0.231,4.806684768,0.36813125,-30.10848922,0.128553567,10.2326,41.73705455,"5/12/2017","5/12/2017",-29.481752245,4.078831826,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-10","G","Guppy","KG.nat","Quare","F",0.024,10.86,NA,0.373,6.005843977,0.084034247,-28.60650196,0.126656956,10.59060833,35.96406667,"5/12/2017","5/12/2017",-29.481752245,3.395845218,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-11","G","Guppy","KG.nat","Quare","F",0.232,20.87,NA,0.489,5.47287062,0.36813125,-31.38532098,0.128553567,9.31145,37.16925455,"5/12/2017","5/12/2017",-29.481752245,3.991779427,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-12","G","Guppy","KG.nat","Quare","F",0.055,14.27,NA,0.974,6.40193694,0.113189511,-29.14146113,0.094978363,10.87047143,42.63032857,"5/12/2017","5/12/2017",-29.481752245,3.921663274,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-13","G","Guppy","KG.nat","Quare","F",0.031,12.65,NA,0.468,6.162486844,0.084034247,-28.25871489,0.126656956,11.08410833,38.66536667,"5/12/2017","5/12/2017",-29.481752245,3.488360588,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-14","G","Guppy","KG.nat","Quare","F",0.053,14,NA,0.557,6.923544582,0.113189511,-29.69642781,0.094978363,10.38537143,43.02012857,"5/12/2017","5/12/2017",-29.481752245,4.142377465,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-15","G","Guppy","KG.nat","Quare","F",0.147,19.19,NA,0.278,6.077490739,0.084034247,-28.82509434,0.126656956,10.42400833,34.80066667,"5/12/2017","5/12/2017",-29.481752245,3.338511017,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-16","G","Guppy","KG.nat","Quare","F",0.334,24.54,NA,0.897,5.713788163,0.159065143,-29.92058447,0.08716597,12.30708571,43.88527143,"5/12/2017","5/12/2017",-29.481752245,3.565854049,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-17","G","Guppy","KG.nat","Quare","F",0.566,28.02,NA,0.342,5.800064,0.084034247,-32.96265475,0.126656956,9.669808333,40.11886667,"5/12/2017","5/12/2017",-29.481752245,4.1488792,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-18","G","Guppy","KG.nat","Quare","F",0.517,29.89,NA,0.395,5.806738271,0.084034247,-29.11637788,0.126656956,9.953908333,35.98026667,"5/12/2017","5/12/2017",-29.481752245,3.614687363,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-19","G","Guppy","KG.nat","Quare","F",0.465,29.02,NA,0.259,4.810609828,0.36813125,-29.5015209,0.128553567,10.1721,37.87185455,"5/12/2017","5/12/2017",-29.481752245,3.723110719,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-20","G","Guppy","KG.nat","Quare","F",0.188,21.29,NA,0.333,5.403744339,0.084034247,-29.48755561,0.126656956,9.850808333,35.21366667,"5/12/2017","5/12/2017",-29.481752245,3.574698185,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-21","G","Guppy","KG.nat","Quare","M",0.073,15.75,NA,0.27,6.26748669,0.084034247,-29.10960706,0.126656956,9.998908333,37.51546667,"5/12/2017","5/12/2017",-29.481752245,3.751956255,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-22","G","Guppy","KG.nat","Quare","F",0.167,20.85,NA,0.312,2.932635653,0.084034247,-29.46089546,0.126656956,25.83010833,141.7636667,"5/12/2017","5/12/2017",-29.481752245,5.48831096,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-23","G","Guppy","KG.nat","Quare","F",0.089,16.01,NA,0.55,6.03135865,0.17537733,-27.87416637,0.141761925,10.76055,41.173075,"5/12/2017","5/12/2017",-29.481752245,3.826298377,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-24","G","Guppy","KG.nat","Quare","J",0.014,10.35,NA,0.522,5.49792714,0.17537733,-29.33427328,0.141761925,10.80505,43.876075,"5/12/2017","5/12/2017",-29.481752245,4.060700783,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-25","G","Guppy","KG.nat","Quare","F",0.077,15.26,NA,0.448,6.271599243,0.178618678,-30.85710935,0.165119009,9.80004,42.41026364,"5/12/2017","5/12/2017",-29.481752245,4.327560259,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-26","G","Guppy","KG.nat","Quare","F",0.035,12.42,NA,0.456,6.686320749,0.113189511,-28.0762521,0.094978363,9.405431429,42.51752857,"5/12/2017","5/12/2017",-29.481752245,4.520529323,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-27","G","Guppy","KG.nat","Quare","F",0.151,19.6,NA,0.338,5.418416971,0.084034247,-28.92554048,0.126656956,11.24060833,35.52276667,"5/12/2017","5/12/2017",-29.481752245,3.160217456,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-29","G","Guppy","KG.nat","Quare","F",0.225,22.03,NA,0.64,5.16404519,0.14433061,-30.57575327,0.046300781,9.728095714,37.57658571,"5/12/2017","5/12/2017",-29.481752245,3.862686678,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-30","G","Guppy","KG.nat","Quare","F",0.206,20.99,NA,0.494,5.594083694,0.36813125,-31.26352971,0.128553567,9.9149,42.32785455,"5/12/2017","5/12/2017",-29.481752245,4.269115629,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-4","G","Guppy","KG.nat","Quare","M",0.095,18.09,NA,0.405,6.313494008,0.084034247,-27.95294925,0.126656956,10.11970833,35.62316667,"5/12/2017","5/12/2017",-29.481752245,3.520177212,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-5","G","Guppy","KG.nat","Quare","F",0.078,15.63,NA,0.391,7.955331111,0.36813125,-26.90211139,0.128553567,12.6749,40.87285455,"5/12/2017","5/12/2017",-29.481752245,3.224708246,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-6","G","Guppy","KG.nat","Quare","F",0.068,15.18,NA,0.266,8.598242307,0.36813125,-28.21246056,0.128553567,11.5819,37.68805455,"5/12/2017","5/12/2017",-29.481752245,3.254047656,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-7","G","Guppy","KG.nat","Quare","F",0.066,15.56,NA,0.45,5.887256072,0.084034247,-29.9910644,0.126656956,10.53320833,40.29876667,"5/12/2017","5/12/2017",-29.481752245,3.825877681,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-8","G","Guppy","KG.nat","Quare","F",0.032,12.19,NA,0.374,5.444990893,0.084034247,-28.38464045,0.126656956,11.87370833,38.38766667,"5/12/2017","5/12/2017",-29.481752245,3.232997273,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
"Campo-KG-9","G","Guppy","KG.nat","Quare","J",0.016,9.49,NA,0.459,6.024075077,0.084034247,-30.92141934,0.126656956,12.17050833,40.78216667,"5/12/2017","5/12/2017",-29.481752245,3.350900846,2.941445107,3.979058365,1.90383185,-30.48932113,-28.47418336
